Engine rpm,Lub oil pressure,Fuel pressure,Coolant pressure,lub oil temp,Coolant temp
441,2.0871241,7.648983942,1.424181874,75.20244594,83.43599947
895,3.689489633,4.264110011,1.757901266,76.80603821,80.03989914
478,2.16953374,10.75067186,1.415156887,80.40170414,69.57250506
754,0.374371704,4.572401618,2.243755682,74.07760684,78.58298492
618,3.05215672,4.945859605,3.058758624,77.05390112,81.76781717
956,5.025257779,6.491063392,1.416986493,77.43372548,79.29479336
569,5.182684691,11.67104043,2.872063855,73.59714877,82.5033334
751,2.616765633,4.787736091,1.670798202,77.2369021,87.36805153
956,3.720926295,5.05015851,4.541595924,78.29451725,75.35054442
488,3.30768441,5.808764485,1.200026781,75.11459007,84.0851227
660,5.515342153,3.442725678,1.111248225,76.42682905,76.55229227
1128,2.316545023,5.769000234,3.836800274,72.94469931,81.99832656
755,4.710360404,5.823886074,0.990416352,74.76352078,76.87792726
1015,2.180710674,5.767776565,4.073530415,78.27698103,73.49025203
1113,4.928394566,7.255593052,1.599392053,75.35520101,76.54040831
621,4.543775874,11.35450939,2.412495967,77.31512383,79.63362569
776,5.194290053,1.251399326,1.853341803,74.61738784,70.7876277
495,4.595954516,6.535820577,2.983434817,74.91372191,88.45590071
634,4.009735568,10.83815918,1.847546876,75.79718641,79.1229398
843,5.378888674,4.49785369,2.386488963,78.06035623,77.63398667
612,2.312415571,6.239816131,2.498736859,76.83914341,89.89459229
1115,2.463577441,6.764073064,2.657332067,76.22941591,92.48542486
1010,3.509366845,9.522200768,1.757520626,76.17511701,76.19738868
756,2.117120644,11.14241856,1.711406726,76.54961097,78.80020596
905,2.278431029,6.603401525,1.626800155,77.26009975,76.02780004
1024,2.973985238,6.481360671,0.774849421,76.84896518,72.46439193
282,2.697698266,5.985888799,1.2275029,77.47628451,74.81463618
1062,5.217070871,3.781690955,1.766027947,78.29216203,76.37037529
952,2.435950077,4.203035258,3.030752864,77.82714784,88.43497472
637,0.525993641,6.002145893,3.168892847,75.21682329,81.19487281
553,3.32581976,2.574023496,2.228955691,80.61915466,75.38152157
759,3.098269394,6.114424066,2.048741754,76.72128476,85.9934161
1127,2.38704335,5.042559712,1.475445222,76.55274157,87.71314609
468,2.149305479,6.385932015,2.358808288,76.26661611,78.59867065
970,2.320235579,4.155078677,2.853184817,77.49579527,82.65677909
767,2.434039949,8.519773396,1.871699476,74.69172744,83.58566198
986,3.114050322,7.549993235,1.160854266,76.25180859,81.79156154
866,4.266469313,4.62560235,0.450964037,76.27365907,77.5820768
1127,2.99243387,7.472023258,1.698319738,74.08657609,78.73356489
626,4.073131713,8.223919565,1.669200553,76.46442382,84.84316825
693,3.862273792,5.613314392,2.206498842,78.32265632,85.29156241
978,1.989804081,2.71613932,2.135660613,74.68352211,85.29425398
986,3.883752817,8.082195684,2.768117416,77.50160433,80.94493976
674,2.665403476,7.237549387,1.565356264,74.15570642,74.34894434
602,2.164154101,3.580924608,2.46301291,77.42203984,89.78310632
1169,3.151479367,10.44517098,2.76279662,74.0820746,77.76883687
544,4.029319561,6.303941065,2.201800645,80.9391936,79.09475628
1146,2.191356128,1.600809987,2.075441638,77.79979262,88.22691722
670,3.637390495,5.388609006,1.809433283,76.36851384,80.45197848
771,5.227365077,1.564675897,1.564743404,78.74128165,87.57585935
643,2.097647382,9.987588705,2.690659987,78.9568453,85.82661975
802,3.263350466,6.098290188,2.750708434,78.05661956,66.79254012
1437,2.960023994,4.903322149,2.703854254,74.30470166,84.31986357
667,3.370593343,6.898713594,1.441468738,76.79422351,83.56504852
1360,2.906589129,6.071670385,1.781725069,80.49106207,80.20161493
461,2.592478234,5.310509246,1.744771139,75.7707213,73.71450999
465,1.893389587,5.233877756,2.442314749,77.70059093,66.81013153
811,2.591548481,5.559935659,2.633080618,78.86876666,73.07189434
459,2.360940984,8.118233522,2.6055044,75.00856685,78.58390589
517,5.492351187,4.887902233,1.043780857,74.97578536,77.49571886
594,2.670296999,9.094531454,2.782816089,77.07716121,83.55629602
737,1.970876938,7.204581113,2.82073315,77.7897889,82.50302116
598,3.593553872,6.924250186,3.233435695,75.31521669,77.93574964
540,2.914789363,6.295586574,3.622190192,79.95276243,79.52913632
773,2.122444506,5.811515566,1.529038367,77.81354364,79.16578699
829,1.70150561,3.935878627,1.802008662,79.6545011,82.64862892
1132,4.463890698,4.993750527,3.720270079,77.89467075,83.37788896
778,3.152289196,6.432877951,3.062761254,75.4021135,83.31350148
756,2.13878395,5.436338981,2.780686691,75.20875547,80.04686982
605,2.695039583,10.17444381,2.200698788,74.55143161,70.19445955
576,0.371831394,6.928078737,1.311559139,74.26430089,75.73320309
677,2.060733056,5.031463189,2.593225411,76.37294341,82.64952274
1089,4.099142287,5.231766466,1.790752574,75.29554417,90.67030556
924,3.593089227,6.93404742,3.313844081,74.3424765,77.59134186
1341,4.62633279,6.188480205,1.503297167,76.92653268,78.88448943
608,4.664166648,9.953761184,2.126575326,76.92859914,84.07210644
976,2.294180227,5.901785661,1.784745164,78.48934171,83.30364419
706,4.436448009,6.654988369,2.520092591,76.38411556,66.87106632
763,1.535081515,5.294866577,1.199649439,76.34290082,68.87837033
889,2.117449841,3.986508693,1.832531197,78.11575568,87.91160384
548,2.97130578,4.861086183,1.339797935,75.09151749,82.65231531
852,2.588709322,6.369111247,2.776359721,75.71160327,82.22690971
675,4.700999195,4.351507524,1.825427679,76.26116704,90.68848051
387,4.408126282,4.717521383,2.32796671,76.80145116,75.64745225
439,2.178546508,5.514129621,1.386061207,75.82650884,69.4375721
1036,2.047410514,5.922680963,4.185107884,74.94985822,81.70436448
857,4.286136513,5.921750523,4.607548835,81.19605828,84.86748942
915,3.970611538,7.694556608,1.904679862,77.96594023,80.15943386
861,3.721114858,7.218216419,0.617417654,76.08714562,73.72302403
820,3.8370058,7.043544776,2.953734148,77.08728601,83.6297345
1283,3.177310896,3.229890618,1.584505709,75.35750068,84.39326867
999,2.065525026,5.060736186,1.477884963,78.50734611,85.54125588
748,3.796844566,6.261971924,2.611856621,76.32795052,68.19301448
395,2.660074305,10.08991908,2.618791404,75.27231485,74.17561012
562,2.346880352,3.946409245,3.19881953,75.0329807,87.22879928
713,4.33815791,4.40025918,2.530159255,75.76304246,74.88108063
989,4.851196068,2.451701299,1.922707084,75.37612972,77.34684918
735,3.600737521,1.753670802,2.772469577,76.68178035,81.0644829
666,2.353205209,5.832254929,3.470845279,76.51880018,83.00752442
460,2.026182393,5.404568056,3.013199406,75.80424495,83.45241231
1158,4.101855858,6.871545262,2.106323181,76.10001749,87.88289267
615,2.152158659,4.718995629,1.506581347,76.11610677,71.43860084
819,3.516573024,6.00798069,0.984910728,76.15624175,74.4602659
512,3.413822435,5.641062188,1.210965151,76.64291086,76.73124612
549,2.929696733,3.826892433,1.977592336,76.90256356,74.91295047
1027,2.764160601,7.494284455,2.728726498,76.3987568,77.32811524
665,4.870797468,7.850525921,2.939967444,76.44860385,86.20836047
530,2.155602189,2.779284043,2.797448267,76.45191225,78.16467134
555,2.39176712,5.99955843,1.755179331,77.67816607,74.84279916
925,4.278984736,6.031416741,3.17791525,76.1924999,77.57617816
1184,3.41682127,7.029056825,3.348190889,74.05503815,71.67984648
689,3.534694005,5.39800437,2.180524509,73.43844473,79.9879251
830,4.937412628,7.789243529,1.822369051,77.53849687,82.69568196
818,2.497652351,5.595185774,2.211309731,79.15309166,72.51743549
495,4.711893493,4.667762436,3.060745005,80.94244115,95.23455433
398,3.730475111,5.342839272,1.317942649,75.10099111,85.73949311
542,5.086293931,7.384268964,2.14541726,75.5851805,71.35381116
1344,3.073297156,8.596405323,1.306151669,77.12549354,79.09651743
881,3.040111417,5.378294979,1.936709283,75.12475897,79.06150221
437,3.865330061,5.742246813,3.876969706,75.60273741,82.4063851
1220,2.526967715,8.805734475,2.31344391,76.80467435,84.31390419
730,2.455748309,5.740273278,3.158703074,76.40207062,72.32622764
795,2.456513051,4.476936399,3.27588358,76.47687337,75.27314266
636,4.663939934,6.16268957,2.531339392,76.22683162,77.34971216
529,2.31711537,4.039166383,1.539632403,77.68264837,72.30861995
743,4.436334327,8.337497543,2.616051806,75.51733551,67.20995013
803,2.985148949,10.23381213,0.882704644,76.09348196,76.73191663
1325,2.480829163,9.758781837,2.903743316,75.36893182,86.24963677
890,4.267518884,7.579315421,3.11351542,75.10540767,66.37615467
938,4.257814388,5.077058264,3.266812559,76.75794635,77.61055596
344,5.455809236,3.344799342,1.713266232,79.59356577,76.31413125
966,3.195929587,7.453364395,2.632919397,76.82843315,84.3427966
652,2.135404033,4.624039928,2.21176694,78.39222339,81.35782539
803,3.107364823,7.00678839,1.203169519,78.00641894,84.70566211
1159,2.180436222,4.207225212,1.160598316,75.42843685,91.18134417
1321,2.893330432,5.216484442,1.188789089,76.53906217,81.09922246
685,3.597667244,10.00737911,1.757174694,78.47622624,85.50853345
793,1.71428865,8.141169012,1.744067906,76.49856356,72.85843631
773,1.833132358,3.658382463,4.011233607,75.14301153,69.50608726
1089,2.5333933,3.966703244,1.336990747,75.72299844,74.1120309
650,3.853645172,5.583291175,1.704929923,75.13415522,77.70928602
549,2.439854101,9.908334176,2.689380517,76.66515399,78.87515957
429,2.568392859,5.669552359,2.773996111,77.99148961,84.21771308
642,2.8719182,9.923557527,2.896841209,76.93507449,92.9328747
831,2.749964342,5.335860989,2.577410371,76.0793511,82.42687512
607,4.692884107,7.188208573,0.996438857,77.96952283,67.44994677
698,2.886641016,4.184017163,2.163714173,76.60273948,80.04467055
447,2.346282271,3.198085494,1.241873366,77.06547879,91.17414982
810,2.900290202,7.383993681,2.095853178,78.04038333,71.67776763
1340,2.504751692,7.580314751,1.630501931,75.24038756,84.15019891
819,4.452668996,6.585620255,1.530981908,77.62596026,78.85774209
475,1.951662559,7.868252671,1.680052198,78.4211292,86.07499353
867,3.057974983,4.755488468,1.797549839,75.82741227,73.79294024
854,3.046016219,6.861040033,1.252787142,73.3924751,87.65516827
1379,2.829296791,6.676102852,1.442639525,74.88337384,65.61284718
827,1.990309682,7.60162286,3.309448808,75.58647908,76.50724458
745,3.737747724,6.025805807,1.909873495,74.75539838,68.69232622
702,4.169175633,0.673270741,2.902641582,74.89389719,74.0814541
427,2.714026885,5.812856164,1.887839957,76.28183765,72.69599236
758,4.382250573,5.821423152,2.966204239,81.23737481,77.64450003
477,3.857461201,8.344575934,2.881076884,73.46047992,73.788773
1022,4.060728703,9.042746481,2.480299458,77.65018142,74.7241873
757,4.761332752,8.493959975,2.167094106,76.63442804,72.27292092
961,3.205104638,7.413039973,2.921350569,74.70632966,83.89771092
986,2.18011517,5.371551262,2.788925388,77.08229976,83.88973329
555,3.095508952,5.184542545,3.345983715,74.28669214,80.44991043
645,3.364716055,5.269696087,3.176518707,73.51272899,73.93161962
939,3.336243209,4.884108815,2.139579198,75.83550395,77.25074293
959,2.508923105,4.144428464,1.845369105,74.25840802,79.4664208
885,2.68442944,6.474552762,1.466167415,75.34688659,70.47016477
1378,3.720574103,3.87512944,3.566321574,77.76987415,83.87465979
1131,3.387871523,6.956439194,0.864335611,74.05781376,80.73882098
1320,2.324875993,7.38078901,2.37957759,75.8030202,76.50719156
451,4.033487941,5.91413355,1.751656046,73.53591555,75.07789297
815,2.916353056,7.103442062,1.098852389,77.06982,78.1874507
887,4.967871524,6.179469917,1.405410024,80.05187421,77.34001309
804,2.003590674,5.443201844,3.578601469,76.46154156,75.9444246
874,2.62031819,10.52600889,2.650842088,75.17101376,84.90232885
672,2.015966142,8.568879614,2.883503816,78.02823748,89.84418138
1148,4.289054836,5.107203394,2.854854315,76.61342531,75.07952743
607,3.0892649,4.696367549,2.558342615,76.61360752,70.43719041
587,1.978261041,4.906753072,2.193832449,74.92780588,87.22986648
1306,4.192702288,7.469689135,1.57781419,74.28226429,73.64617157
993,4.044885962,5.731377535,4.483088424,76.94835051,78.96960613
738,4.096593592,4.16391269,2.524019597,74.53867592,85.08645626
650,2.8844228,5.66687714,2.621266844,76.77407115,71.01372044
466,3.936469088,4.922853889,2.266482981,74.98208017,88.96907372
1038,2.613387159,4.014415289,1.201980702,75.13262054,78.47846921
944,2.61240333,5.38643753,1.314306225,75.32959054,83.92176978
1287,4.14575106,4.237786145,1.474292309,76.41988477,82.9251783
1391,2.636268124,6.275427133,2.565209268,75.57612938,70.7759749
956,2.418297555,6.529756074,1.352946514,81.08217185,69.98824244
959,2.417194595,5.584836859,1.545268095,77.57602289,82.52173924
916,4.115609459,4.822105054,1.652384712,77.0971788,81.3621193
519,3.03588326,10.71764978,2.398805695,74.81934166,72.82543502
512,4.40164054,5.060681844,2.088040003,76.25523985,71.78514863
780,1.967625999,5.472943089,2.959341483,77.11846872,76.11694719
1134,2.752091701,3.353315559,0.852914484,81.38793945,71.31407394
880,5.079889444,2.484073526,0.342120833,75.34888287,66.40240264
712,4.074211635,4.381536176,1.659094514,73.85990526,70.72179232
1106,2.02435959,5.064188969,1.815519635,77.55916602,90.53925426
709,2.041255051,5.204610104,2.546201765,75.93220451,80.21703813
628,2.576028782,7.923966017,3.700906154,75.57254821,81.07402345
516,5.294706218,7.287226997,1.442704728,76.52130659,75.10423464
513,2.482436384,5.183278841,3.365111616,75.70401543,78.26979114
772,3.385089043,7.633357916,1.48470199,77.12620806,74.91293616
751,4.56511134,4.393172046,2.483414776,76.53348164,90.4327609
649,2.040645319,4.584200012,3.325435017,74.887642,81.89186771
803,2.660156939,6.043977425,1.340684224,80.93081627,83.2952059
463,5.324296804,4.718529751,3.250103416,73.87925897,69.37017576
551,4.965934023,5.327157484,1.44482783,74.88851704,82.33837043
1269,1.731135119,7.799012144,3.68575265,74.77042786,80.84463878
652,2.681799367,9.697204887,2.351423784,76.50847851,87.79712275
659,2.181265247,6.57242179,3.3620362,80.83873552,86.69867619
1148,3.275221016,6.77483864,2.398076165,75.42922321,82.91678658
860,2.59920121,5.488111196,2.028029055,75.49162964,80.6445561
1221,2.637679455,4.235191235,2.031874033,73.90321678,82.45566232
842,2.940253006,5.160081976,2.770886359,75.02628984,69.20055936
1120,2.339735957,10.05756791,1.579243468,80.03235125,76.45835339
639,4.432318922,6.281004445,1.945709142,75.08492372,79.3009843
516,5.120935326,8.594022447,2.61952513,77.07678715,74.23557365
638,1.940204885,1.725983559,2.558749129,76.64167976,69.90564495
816,3.189403861,5.364561399,1.687940103,75.24997362,72.77700701
793,4.863275896,3.840321356,2.208231245,77.3315183,67.6456574
650,2.942455061,5.402121384,2.000921567,74.82120351,83.68650653
1243,3.469122039,7.043927658,2.023308742,75.03792072,84.51650337
1076,3.661027151,5.551209932,2.293152816,75.75230771,69.06848237
648,3.544289801,7.597946587,2.497971943,74.28819243,68.74409498
499,2.373743594,4.048385685,3.200671078,77.17822821,85.19321165
504,3.775245979,3.962480441,2.038647212,75.56431251,80.42142145
502,2.470829731,5.175711872,1.998301759,73.72222433,80.08551663
553,4.892866116,4.492837817,1.75601318,77.1930286,67.65733152
757,2.490395731,5.774429263,4.505308552,81.27462809,88.71744784
970,4.12904535,6.878477555,2.365519395,74.5556039,75.498148
815,4.070803075,7.539689782,1.038415207,77.67112457,92.86297813
781,4.010984928,6.702750711,1.3949923,75.42737152,79.69410013
629,2.051212315,3.790287336,2.818058336,76.91899974,86.83888511
874,3.370065073,6.593013754,2.059572012,77.29203129,80.2984332
613,2.619030733,5.349194579,1.290356508,75.04503042,80.95070752
547,2.488907797,4.112175162,1.748774422,77.94244526,90.45823905
1087,2.293710711,6.140722191,1.693253593,75.95798862,75.01670625
1163,2.108859679,9.672407218,2.722814174,76.95771765,84.76570532
910,4.781816562,5.998269381,1.638388036,75.08142236,71.36366509
751,3.308224014,8.015375194,1.999602105,75.32844629,74.49373739
920,2.460961596,6.556940736,1.440644251,77.89074085,70.73027774
690,3.399079825,7.637934154,2.370713117,76.38392716,84.2055828
679,0.883760392,5.310315433,2.86600023,75.94438078,74.10419074
763,5.824233455,8.505408602,3.389655422,76.01037777,79.80580829
635,2.041076791,6.844035404,1.357121336,76.00511064,81.07120283
479,2.814036852,4.973082779,3.184232971,77.21901568,78.80675315
708,3.179142172,4.442145912,2.935373343,77.29725075,82.84981863
729,2.19183348,6.722006694,2.163901127,76.1857917,77.01592448
1263,3.237449484,6.708915323,3.346960179,76.92690496,75.49646836
854,3.128561286,4.838867959,2.933394538,76.04395213,79.48810094
815,5.031584761,3.471447532,1.126502392,76.85947357,85.25451507
746,2.542574121,4.177389761,3.598223581,75.17273287,83.36179033
573,4.95576155,7.731344844,4.569092996,78.08967268,71.55346908
745,4.628481383,6.124467595,2.857212191,74.91090471,70.82429349
622,2.74568988,3.827439143,3.960915335,74.42723518,67.79347082
564,4.361701404,1.716078446,1.049216712,77.86040725,81.99890028
931,2.496814511,5.327662256,3.357396316,76.99079748,71.94462439
721,3.089581893,6.101026945,2.958790289,77.92521199,75.5427384
1211,4.590453612,7.440789189,3.273720553,77.00702976,74.78019063
1198,2.331800065,2.694457331,1.137812607,81.06847482,77.77174936
492,2.929325806,6.969165424,1.46741113,75.89537254,80.49569203
918,3.679249249,7.516652998,2.708845243,76.89693691,78.90848791
760,1.881781387,2.417957022,2.195709318,76.22883519,75.0599332
642,4.072364502,4.658210763,1.395300066,77.61525202,68.61229293
710,4.647149878,5.486968861,1.720838963,75.87397636,73.13121429
913,2.668526623,7.856089057,2.288300015,75.52216003,69.50969622
591,3.018343774,5.157963944,1.52595635,74.84386079,66.40017958
880,2.647890809,5.967658733,1.708861014,76.86939162,78.14845812
1008,3.697149852,5.026760222,1.068503972,77.55331156,71.29257394
982,3.001012099,6.647766539,1.546072318,77.42703909,81.56059472
466,3.97131463,0.791407174,3.268978856,77.41440799,92.1182507
801,2.027995091,8.256966173,1.799598692,76.0638664,85.12378022
576,3.721638129,5.453007848,1.298408064,77.21771629,77.35930223
1233,4.628362015,6.829064069,2.72854045,74.75427202,70.46772232
800,1.239046787,11.72778821,1.640361713,76.83946564,68.44603299
639,2.305535626,5.620617581,4.170743146,77.64086361,81.78541363
809,2.591069325,5.564854821,1.826175849,78.15619483,78.25033346
585,2.322151068,0.852463598,3.696246757,75.89507085,86.60397703
507,2.273107167,6.723415245,2.540708301,74.88476385,78.40990846
547,4.12809349,7.519176302,1.097499809,74.99945639,65.22182991
858,5.139202352,7.156776198,2.880928798,75.65799377,77.42342361
868,3.375595276,7.103599583,4.501662317,77.56845038,77.2589262
428,4.902557723,7.16497649,1.880877193,74.36843831,76.26679962
950,4.5889919,6.729097355,1.553493989,77.26184457,82.41921423
709,2.5616405,5.117024903,1.697196704,76.20126514,90.17751036
1206,2.381864962,9.213320304,1.380320116,75.94499148,75.75014223
519,3.153566742,5.771361572,1.55827643,75.05807106,77.34065667
698,3.887437434,5.216670127,2.555031799,79.36156231,72.89581637
728,2.64530945,1.172429464,2.090395086,75.5616888,83.43203703
445,3.547005386,8.126104965,3.348664743,73.83159612,73.43795977
590,4.212984208,5.782291398,1.389166256,74.56006499,78.41640137
497,3.930574136,7.509560931,2.480684272,75.17181214,72.50916328
854,4.24401965,4.926447648,2.525502423,76.14305045,83.47121288
550,4.345177205,6.461880012,1.592826712,74.04263335,68.77356026
699,2.108981233,9.323217506,2.727188463,76.56970827,80.82682377
841,2.097121677,4.827057982,3.226556107,79.03348476,73.7462881
540,3.186622515,5.250195381,3.207038115,74.45203156,68.91362385
679,2.598924542,4.120727928,1.836440754,77.12948128,70.2576909
1348,2.680358549,5.851820932,2.241733254,76.08039166,72.14465713
995,4.503760066,3.708454734,3.33879917,78.15870662,81.12168542
511,3.206486304,6.079004029,3.569938125,76.79641068,75.52257045
486,2.751187001,4.981188754,1.947335262,77.91508409,82.36621303
1044,2.65177978,6.115367366,2.907643969,80.27404866,69.37978057
679,3.426454131,4.73974744,1.905157525,76.03435357,83.71509033
651,2.018504765,3.125024627,3.087017717,77.10574264,76.72828102
731,3.437051509,4.543386873,2.777227679,78.75660065,76.80642708
920,3.477260521,7.473791547,2.157975252,75.82286529,80.46629661
584,2.541738395,10.36828223,2.225980242,76.87208679,86.23289822
690,2.802082959,7.287943344,1.667731793,74.83823641,72.60866261
519,5.153973963,7.558646074,3.000454631,76.60404792,70.79335029
1056,3.488106196,11.95904534,1.911740322,76.67828045,80.0060539
940,0.291001795,6.931822547,3.78347048,77.48724986,87.81671502
775,3.26510829,5.61744285,1.74547656,77.09097038,75.7612387
660,2.304241005,6.698155481,1.733168766,73.27301308,69.82162172
442,2.646545977,7.773680557,1.200752091,75.62487504,79.24124879
465,3.649530131,9.688817801,1.845561279,74.00513808,72.19852494
471,4.731016596,7.750904566,2.181825446,77.40829526,74.41937227
621,2.554799475,5.704114718,2.769764186,78.21898542,79.20456645
1409,2.272192364,11.48310123,1.949647421,77.38133186,75.78232825
497,2.69219197,4.843747868,3.031616308,77.34378272,84.46518405
639,2.289890043,8.300949284,3.3095891,77.19063408,82.43632759
1393,3.799252769,4.916341253,2.773156757,76.94699798,77.75984618
380,3.614207883,8.300541609,3.157642612,74.45273368,70.07336654
1019,4.705570037,7.255051421,1.279191026,75.37024122,69.30065961
798,3.90584234,4.855245159,1.122466397,81.12528459,83.20244559
832,2.204324316,5.016901932,3.231006146,74.31528823,87.26795296
609,3.749857195,10.09296246,2.997150736,77.28064321,75.57779077
1097,2.403336348,7.16485567,2.170426267,76.06083471,85.31038598
903,4.593058646,4.669443362,2.787302655,76.39975404,69.50489101
709,2.546171784,4.15072719,2.665052818,76.46990705,70.27766078
943,1.902202651,3.932291951,3.617375152,77.62591831,89.81419429
662,2.126854904,4.704842108,2.885734536,77.86680312,89.16932808
542,3.923501961,7.330454889,1.1274382,75.93294256,82.76800555
955,4.963756234,9.417035289,1.527089416,76.73362152,77.30735785
524,4.385435698,6.470946642,1.772252065,74.22981443,79.73849209
504,2.65251983,5.5729628,2.677183638,76.32487872,82.6180336
701,4.486074007,3.5695056,2.712135382,75.03886582,72.82100294
1192,3.739380336,5.467808121,1.784442942,78.83348927,70.70438944
948,2.572926461,3.627639581,1.71879307,77.57600215,82.0028414
749,3.658544748,6.224741423,1.830673611,76.55675054,88.64465041
656,2.549049966,5.773085682,1.728581196,76.0015054,74.62437938
887,2.964381554,6.549351989,1.866054162,75.41624876,64.14536252
842,2.991860868,3.285393392,1.911922173,74.97790395,79.49493094
692,3.063597924,8.703107519,2.876619695,76.08790595,75.70441196
713,2.903776106,10.36359997,4.560230336,80.32379525,76.85342625
742,2.912564838,7.372081941,1.197321124,79.53054695,81.23006209
729,3.628253181,2.818465974,1.658931551,78.01083903,73.04997408
432,3.234960997,5.587032557,2.912750458,77.43055484,75.62386863
1010,3.126293532,10.3673155,1.355454939,74.59715981,68.51901109
729,4.248359258,6.668821239,1.695893202,75.05778387,80.38528884
847,3.305902183,6.25990775,2.737511675,76.89628388,82.95054394
498,3.698543692,5.40988778,3.166196613,75.865564,78.45891124
705,1.64203998,4.544144735,3.520802004,80.58553809,89.7188566
816,2.020039816,4.745152722,2.875081769,74.71668106,74.69735748
944,2.369686827,6.955543496,0.933054759,74.82729902,70.82101839
874,2.993614,7.209694868,2.766286643,77.82095361,82.27665152
1069,3.282797525,8.40878366,2.93042922,77.24140728,76.17543308
491,2.883946428,6.243481895,0.893448511,77.8866752,81.06015251
879,3.558794071,7.755112655,1.929142233,77.60208325,82.02301833
523,3.752009813,5.065293722,2.337324725,76.68478917,82.66487763
1340,3.329538243,6.506228263,3.57150848,75.76813873,79.81656671
628,4.299812131,6.671608398,2.586010835,76.11393027,84.79508363
795,3.200726107,1.69967877,2.824339158,76.42675534,70.49853872
640,4.993839255,5.618760299,1.422758349,75.29334327,71.01179588
651,4.529037769,10.5482005,1.711627148,75.94700404,85.90598423
735,2.235709612,11.86647044,2.885931349,78.09026994,79.90963
1009,3.91825598,5.893327092,1.038322846,76.43713664,79.28923924
643,2.892042021,10.26129797,2.155845364,75.59641854,71.29537492
711,2.095086489,3.871028605,2.748940735,77.73718984,82.23763867
1424,3.386244146,5.818497578,3.596135942,77.19158085,68.69296811
521,3.987323208,10.18067073,2.889094733,75.06962594,91.85768324
560,4.075894306,8.533398598,2.391851973,76.69988509,72.55116228
1357,3.223642333,7.487448039,2.025313881,77.36443129,77.34414821
611,2.412724811,8.741044994,2.923178562,77.56124371,79.38356461
927,2.384974552,7.177875851,1.830624908,77.41282595,85.36486202
701,4.734401039,11.16759709,3.294511182,75.67717599,74.7046806
966,4.405127586,8.336660586,1.143107733,76.59744447,89.1835866
960,4.940178377,5.891974674,0.961499611,80.94284558,88.48980817
1023,4.308501481,3.780832853,1.606020989,74.29394314,88.51471568
546,4.619982957,9.379885256,3.160917456,73.93023833,78.41628319
971,2.323724576,6.587811939,2.236456499,80.3520207,83.80432892
536,3.359751844,6.303451159,2.533271569,76.4108274,72.70903106
1073,3.205219178,6.74467497,4.396506461,75.79936616,80.93444815
848,5.13861001,6.154560427,1.070162187,76.19328562,73.17825976
782,4.265432111,7.513418804,2.962041411,76.45882797,76.31444827
888,2.919763877,4.772290264,1.949376533,80.10417497,82.10551118
1260,4.636462548,3.028389456,2.630748358,78.54660623,69.76783302
535,2.440138553,10.89612019,2.800110763,74.32832723,79.59691245
884,4.097101158,5.329836606,1.712805262,77.07091215,90.35069308
929,2.840854626,4.423582035,1.681347031,75.85841786,75.67486196
586,2.178991486,6.315622759,1.338929646,77.16665971,80.20819277
884,2.507971598,7.841074011,3.390905841,77.86123641,69.60251908
456,2.578766285,6.61366194,2.453393584,77.15715743,83.2574022
697,2.561708391,5.565452062,2.553468529,76.96936837,81.04402219
1355,2.091476453,10.81469139,1.531654298,77.21967335,66.01195656
777,3.278400803,4.73248832,0.812255915,75.79993324,72.07217055
820,3.608192403,3.519850188,2.284360638,75.34421933,75.0349822
776,3.759742093,4.312582382,1.676058445,74.00776604,75.6628063
589,2.140324671,2.338276608,1.949874291,76.34656874,87.82374609
917,2.808604349,4.436085195,4.267536442,76.98322521,76.25384761
929,5.200707543,8.031093676,1.336693872,76.97686307,74.46802246
1435,2.071211901,7.739011148,1.685783671,77.53242275,74.61071114
1237,1.861725303,7.363719851,2.879819379,74.5332624,76.91598835
754,2.031064987,7.975076505,1.044907309,75.1342501,66.06801319
1104,4.615812615,7.405107267,3.386476859,76.51078735,77.86639438
521,3.799200976,7.82173836,1.956510602,78.3662555,82.76342394
555,4.106185376,8.479324932,2.377513793,74.24749756,77.07900503
883,3.090979847,6.111789574,2.148911671,77.19663503,72.52922014
1275,3.547020912,7.389615897,1.032213925,77.83642633,77.7644031
910,2.134432731,7.400798164,1.222093253,75.9578584,88.37403825
954,2.008359962,6.44433514,1.848926273,75.66366656,69.61977272
704,5.26409907,2.487614889,3.094218002,74.65565704,89.36158462
895,3.743430699,4.018061497,2.700537769,76.39598054,86.8713096
740,3.140122234,4.347711433,2.182807559,75.87011974,72.60071752
982,5.261516372,8.324290839,4.282729033,76.68458992,75.51296957
666,3.886964619,6.94671004,2.27783096,77.1464119,73.29243898
451,2.430460895,4.683832479,1.661945911,75.90694977,76.31645558
617,3.477119429,2.440380533,2.864491082,77.66221406,73.61675904
888,3.740809181,4.593049949,2.646179067,74.40861053,79.510013
915,1.994694821,6.717760528,1.0949896,77.76204138,83.72806337
769,2.601653281,8.02841554,2.917872645,77.23147041,72.59262598
765,2.397357751,6.255368705,1.865029908,75.25568933,79.14568761
903,2.53887944,9.588566511,2.940515968,76.24444117,76.50142043
717,2.936047725,8.212893548,2.644375682,74.49348087,77.54135234
1352,2.987549161,7.585436331,3.014616116,73.82944112,73.48468205
673,2.551830565,6.742669133,1.563825926,81.06928112,78.92287772
545,2.198545888,5.147330829,2.137029087,79.34326605,85.50884429
470,4.915509948,7.28948227,3.607642747,77.36280873,75.89064937
549,2.787295243,5.794727494,1.521807067,75.57422469,67.4380325
